id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
47547,Male,60,1,30.0,0,1-2 Year,Yes,59122.0,124.0,102,1
301988,Female,21,1,2.0,1,< 1 Year,No,2630.0,160.0,122,0
368196,Female,24,1,8.0,1,< 1 Year,No,44924.0,152.0,235,0
272971,Female,24,1,28.0,1,< 1 Year,No,33655.0,152.0,292,0
346097,Female,57,1,28.0,0,1-2 Year,Yes,42042.0,26.0,192,0
194187,Male,52,1,28.0,0,1-2 Year,Yes,35235.0,61.0,249,0
267751,Female,26,1,9.0,1,< 1 Year,No,31873.0,152.0,186,0
202640,Female,33,1,30.0,1,< 1 Year,No,26145.0,152.0,15,0
80147,Female,44,1,28.0,1,1-2 Year,No,62826.0,26.0,39,0
129772,Female,22,1,16.0,1,< 1 Year,No,26550.0,152.0,215,0
266465,Male,41,1,19.0,1,1-2 Year,No,25065.0,26.0,133,0
305563,Male,27,1,28.0,1,1-2 Year,No,26738.0,163.0,123,0
234782,Female,56,1,28.0,0,1-2 Year,Yes,34529.0,26.0,50,0
198988,Female,31,1,36.0,1,< 1 Year,No,31387.0,152.0,138,0
128436,Female,47,1,28.0,0,1-2 Year,Yes,2630.0,156.0,186,0
204895,Female,47,1,28.0,0,1-2 Year,Yes,27625.0,124.0,82,1
338995,Male,35,1,12.0,0,1-2 Year,No,2630.0,124.0,232,0
74734,Male,22,1,8.0,1,1-2 Year,No,30277.0,154.0,95,0
28724,Male,38,1,28.0,1,1-2 Year,No,24647.0,124.0,196,0
204840,Female,69,1,1.0,1,1-2 Year,No,2630.0,124.0,22,0
7489,Male,22,1,36.0,0,< 1 Year,No,36703.0,160.0,153,0
272764,Female,35,1,48.0,0,1-2 Year,Yes,2630.0,26.0,44,1
321739,Male,24,1,28.0,1,< 1 Year,No,27414.0,152.0,88,0
144520,Male,41,1,29.0,0,1-2 Year,Yes,37502.0,26.0,108,0
235362,Female,45,1,28.0,0,1-2 Year,Yes,50992.0,26.0,33,0
358569,Female,57,1,28.0,1,1-2 Year,No,39832.0,122.0,294,0
318819,Male,50,1,28.0,0,> 2 Years,Yes,40547.0,55.0,90,1
331898,Male,20,1,11.0,1,< 1 Year,No,25386.0,160.0,294,0
4226,Male,66,1,48.0,1,1-2 Year,No,2630.0,124.0,101,0
344579,Male,50,1,28.0,1,1-2 Year,No,42000.0,124.0,68,0
84687,Female,30,1,28.0,0,< 1 Year,Yes,19640.0,124.0,292,0
244792,Female,23,1,49.0,1,< 1 Year,No,29729.0,151.0,110,0
180868,Female,49,1,0.0,0,1-2 Year,No,2630.0,122.0,144,0
334813,Male,22,1,46.0,1,< 1 Year,No,40637.0,152.0,87,0
324316,Male,30,1,46.0,1,< 1 Year,No,30051.0,152.0,100,0
326594,Female,25,1,28.0,1,< 1 Year,No,45308.0,152.0,162,0
256029,Male,47,1,6.0,1,1-2 Year,No,2630.0,154.0,289,0
55220,Male,30,1,28.0,1,1-2 Year,No,43988.0,124.0,288,0
256068,Male,36,1,8.0,1,1-2 Year,No,29046.0,26.0,30,0
30053,Male,26,1,36.0,1,< 1 Year,No,47119.0,152.0,158,0
127301,Female,26,1,28.0,1,< 1 Year,No,184270.0,152.0,183,0
229605,Female,21,1,33.0,1,< 1 Year,No,37824.0,160.0,26,0
246661,Male,23,1,28.0,1,< 1 Year,No,44908.0,152.0,79,0
174038,Female,40,1,35.0,0,1-2 Year,Yes,2630.0,156.0,195,0
74868,Male,47,1,35.0,0,1-2 Year,Yes,34009.0,124.0,268,1
314529,Female,21,1,32.0,0,< 1 Year,Yes,31280.0,160.0,46,0
100047,Female,57,1,30.0,1,1-2 Year,No,2630.0,140.0,218,0
245310,Female,23,1,13.0,0,< 1 Year,No,40192.0,152.0,209,0
91699,Male,42,1,8.0,0,1-2 Year,Yes,2630.0,124.0,234,0
295772,Female,20,1,47.0,1,< 1 Year,No,24657.0,160.0,255,0
299056,Female,28,1,6.0,1,< 1 Year,No,36014.0,152.0,68,0
30018,Female,21,1,50.0,0,< 1 Year,Yes,2630.0,152.0,99,0
197305,Male,48,1,17.0,1,1-2 Year,No,34192.0,124.0,193,0
44316,Male,59,1,7.0,0,1-2 Year,Yes,2630.0,124.0,21,0
307005,Female,27,1,36.0,1,< 1 Year,No,2630.0,152.0,193,0
213697,Male,25,1,6.0,1,< 1 Year,No,29206.0,152.0,231,0
202482,Male,38,1,28.0,0,1-2 Year,Yes,31551.0,124.0,174,0
339165,Female,51,1,28.0,0,1-2 Year,Yes,34055.0,26.0,108,0
219382,Male,52,1,41.0,0,> 2 Years,Yes,29661.0,124.0,158,0
375817,Male,48,1,28.0,0,1-2 Year,Yes,24270.0,163.0,145,1
247342,Female,42,1,28.0,0,1-2 Year,No,53211.0,124.0,243,0
1771,Male,26,1,46.0,0,< 1 Year,No,23380.0,152.0,179,0
212466,Male,37,1,3.0,0,> 2 Years,Yes,33144.0,124.0,64,0
379858,Female,47,1,13.0,0,1-2 Year,Yes,46207.0,154.0,252,0
248599,Female,78,1,43.0,0,1-2 Year,Yes,36695.0,26.0,17,0
317245,Male,65,1,28.0,0,> 2 Years,Yes,38129.0,158.0,220,0
329957,Male,52,1,33.0,1,1-2 Year,No,30617.0,26.0,98,0
169066,Male,58,1,36.0,0,1-2 Year,Yes,52231.0,26.0,199,0
9525,Female,25,1,15.0,1,< 1 Year,No,28570.0,152.0,249,0
200710,Male,29,1,46.0,0,< 1 Year,Yes,26107.0,152.0,43,0
357623,Male,22,1,46.0,1,< 1 Year,No,2630.0,152.0,96,0
183555,Female,33,1,30.0,0,< 1 Year,Yes,30318.0,140.0,76,0
20667,Male,67,1,28.0,0,1-2 Year,Yes,53090.0,24.0,42,0
221668,Male,36,1,28.0,1,1-2 Year,No,58824.0,152.0,112,0
350513,Male,22,1,28.0,0,< 1 Year,Yes,23330.0,154.0,139,1
340799,Female,49,1,28.0,1,1-2 Year,No,51482.0,26.0,224,0
336597,Male,29,1,8.0,1,< 1 Year,No,49163.0,152.0,36,0
115599,Male,66,1,6.0,0,1-2 Year,Yes,24526.0,26.0,60,1
9982,Female,41,1,28.0,0,1-2 Year,Yes,24765.0,124.0,160,0
47404,Female,36,1,28.0,0,1-2 Year,Yes,55333.0,26.0,274,0
33748,Female,23,1,8.0,1,< 1 Year,No,31497.0,152.0,18,0
248066,Male,53,1,8.0,0,1-2 Year,Yes,40841.0,26.0,261,0
305174,Female,34,1,8.0,0,1-2 Year,No,2630.0,124.0,199,0
74060,Male,63,1,41.0,1,1-2 Year,No,2630.0,152.0,72,0
253910,Female,49,1,24.0,0,1-2 Year,No,42210.0,124.0,197,0
86633,Female,29,1,3.0,1,< 1 Year,No,24642.0,152.0,294,0
79732,Male,23,1,41.0,0,< 1 Year,Yes,27138.0,152.0,288,1
168572,Male,23,1,2.0,1,< 1 Year,Yes,34832.0,152.0,234,0
361556,Female,45,1,28.0,1,1-2 Year,No,46804.0,26.0,288,0
325884,Male,35,1,8.0,1,1-2 Year,No,45644.0,26.0,250,0
106379,Female,53,1,28.0,0,> 2 Years,Yes,32208.0,29.0,30,0
170282,Male,62,1,46.0,1,1-2 Year,No,18558.0,119.0,207,0
269052,Male,31,1,8.0,1,< 1 Year,No,46123.0,152.0,244,0
374107,Female,74,1,28.0,1,1-2 Year,No,42241.0,124.0,161,0
260955,Male,46,1,41.0,1,1-2 Year,Yes,25871.0,26.0,274,0
144187,Female,21,1,33.0,1,< 1 Year,No,24343.0,152.0,299,0
40965,Male,40,1,8.0,0,1-2 Year,Yes,39176.0,124.0,78,0
27724,Male,27,1,28.0,1,1-2 Year,No,34080.0,154.0,97,0
59209,Male,66,1,28.0,0,1-2 Year,Yes,45616.0,155.0,11,0
179448,Female,22,1,28.0,0,< 1 Year,Yes,51738.0,152.0,263,0
274956,Male,55,1,8.0,1,1-2 Year,No,36997.0,26.0,229,0
356466,Male,23,1,33.0,0,< 1 Year,Yes,2630.0,156.0,126,0
835,Male,66,1,41.0,0,1-2 Year,Yes,47749.0,26.0,144,0
361204,Female,70,1,28.0,0,1-2 Year,Yes,55134.0,52.0,37,0
322866,Female,25,1,15.0,1,< 1 Year,No,42304.0,152.0,151,0
74767,Female,24,1,14.0,1,< 1 Year,No,36238.0,152.0,223,0
40082,Female,54,1,10.0,0,1-2 Year,Yes,25276.0,152.0,298,0
150770,Male,56,1,8.0,0,> 2 Years,Yes,2630.0,26.0,60,0
100988,Male,21,1,21.0,1,< 1 Year,No,28861.0,152.0,117,0
109980,Female,70,1,28.0,1,1-2 Year,No,41741.0,125.0,128,0
335371,Male,41,1,28.0,0,1-2 Year,Yes,34875.0,124.0,85,1
64909,Male,37,1,28.0,0,1-2 Year,Yes,24979.0,124.0,169,0
211031,Female,53,1,28.0,1,1-2 Year,Yes,2630.0,124.0,57,0
244087,Female,21,1,28.0,0,< 1 Year,Yes,2630.0,152.0,260,0
12067,Male,30,1,30.0,1,< 1 Year,No,27316.0,152.0,180,0
169720,Female,25,1,14.0,1,< 1 Year,No,33451.0,152.0,229,0
97651,Male,25,1,37.0,0,< 1 Year,Yes,50878.0,160.0,92,0
250888,Female,26,1,21.0,1,< 1 Year,No,24944.0,152.0,15,0
35344,Male,24,1,43.0,0,< 1 Year,Yes,40486.0,152.0,290,1
31042,Male,23,1,39.0,1,< 1 Year,No,2630.0,160.0,162,0
24463,Female,72,1,28.0,0,1-2 Year,Yes,47305.0,163.0,217,0
299696,Male,25,1,2.0,1,< 1 Year,Yes,27513.0,152.0,44,0
47411,Female,43,1,37.0,0,1-2 Year,Yes,40537.0,14.0,72,0
105014,Female,21,1,47.0,0,< 1 Year,Yes,38249.0,152.0,171,0
148024,Female,26,1,32.0,1,< 1 Year,No,22383.0,152.0,87,0
315167,Male,20,1,15.0,0,< 1 Year,No,33401.0,160.0,233,0
282770,Female,21,1,8.0,0,< 1 Year,Yes,39772.0,160.0,106,0
183907,Male,57,1,27.0,0,1-2 Year,Yes,23447.0,154.0,242,0
26125,Female,29,1,6.0,1,< 1 Year,No,28862.0,152.0,242,0
210209,Male,49,1,28.0,0,1-2 Year,Yes,36966.0,154.0,297,0
175058,Male,51,1,33.0,0,1-2 Year,Yes,23510.0,124.0,37,0
330171,Male,52,1,28.0,0,> 2 Years,Yes,34377.0,124.0,248,0
233445,Male,35,1,3.0,1,1-2 Year,No,22682.0,154.0,297,0
343123,Male,36,1,8.0,1,1-2 Year,No,41823.0,124.0,79,0
83987,Male,45,1,47.0,0,1-2 Year,Yes,36893.0,124.0,283,1
220526,Male,40,1,28.0,0,1-2 Year,No,43548.0,157.0,37,0
192625,Female,24,1,45.0,1,< 1 Year,No,33535.0,152.0,123,0
151554,Female,24,1,28.0,0,< 1 Year,Yes,35293.0,152.0,112,0
277511,Male,44,1,41.0,1,1-2 Year,No,34353.0,156.0,23,0
141675,Female,23,1,9.0,1,< 1 Year,No,33627.0,26.0,111,0
168625,Male,25,1,20.0,0,< 1 Year,Yes,2630.0,152.0,107,0
219970,Female,43,1,46.0,0,1-2 Year,Yes,34250.0,26.0,13,0
211653,Male,45,1,28.0,0,1-2 Year,Yes,29313.0,125.0,159,1
132649,Female,32,1,16.0,1,< 1 Year,No,23365.0,152.0,34,0
364613,Female,52,1,46.0,0,1-2 Year,Yes,29451.0,26.0,191,1
208361,Male,70,1,39.0,1,1-2 Year,No,2630.0,124.0,73,0
56231,Female,27,1,41.0,1,< 1 Year,No,31381.0,152.0,86,0
129856,Male,50,1,47.0,0,1-2 Year,Yes,36932.0,16.0,297,0
97345,Female,70,1,28.0,1,1-2 Year,Yes,43438.0,26.0,222,0
235127,Male,49,1,29.0,0,1-2 Year,Yes,35726.0,26.0,26,0
241593,Female,59,1,28.0,0,1-2 Year,Yes,48386.0,124.0,278,0
12630,Female,24,1,21.0,1,< 1 Year,No,31428.0,152.0,75,0
310811,Male,42,1,28.0,1,1-2 Year,No,32535.0,124.0,150,0
175346,Male,25,1,29.0,1,< 1 Year,No,37450.0,152.0,22,0
101118,Female,46,1,36.0,0,1-2 Year,Yes,29147.0,124.0,142,1
52652,Male,23,1,29.0,0,< 1 Year,Yes,2630.0,152.0,50,0
191747,Male,47,1,28.0,0,1-2 Year,Yes,2630.0,122.0,201,1
22530,Female,26,1,46.0,1,< 1 Year,No,26817.0,152.0,257,0
168078,Male,21,1,33.0,0,< 1 Year,No,51808.0,152.0,251,0
181189,Female,45,1,28.0,0,1-2 Year,Yes,32307.0,122.0,83,0
61045,Male,22,1,28.0,0,1-2 Year,Yes,2630.0,124.0,47,0
64209,Female,23,1,46.0,1,< 1 Year,No,35242.0,152.0,266,0
70051,Male,42,1,11.0,0,1-2 Year,Yes,33546.0,124.0,151,1
341913,Male,36,1,10.0,0,1-2 Year,Yes,21754.0,152.0,65,0
327450,Female,52,1,8.0,0,1-2 Year,Yes,2630.0,26.0,267,0
65661,Male,43,1,41.0,0,1-2 Year,Yes,45377.0,124.0,36,0
71449,Male,51,1,23.0,0,< 1 Year,Yes,20818.0,26.0,35,1
340645,Male,23,1,7.0,1,< 1 Year,No,34139.0,152.0,25,0
297035,Male,37,1,11.0,1,1-2 Year,No,2630.0,152.0,44,0
236582,Male,43,1,47.0,0,1-2 Year,Yes,2630.0,156.0,260,1
32468,Female,44,1,28.0,0,1-2 Year,Yes,35350.0,152.0,118,0
38135,Female,22,1,46.0,1,< 1 Year,No,23473.0,152.0,192,0
295127,Female,26,1,14.0,1,< 1 Year,No,28632.0,152.0,112,0
84389,Female,24,1,8.0,1,< 1 Year,No,28974.0,152.0,99,0
160969,Female,24,1,35.0,1,< 1 Year,No,32428.0,151.0,138,0
60786,Female,42,1,28.0,0,1-2 Year,Yes,44482.0,24.0,134,0
117138,Female,39,1,21.0,0,1-2 Year,Yes,29127.0,155.0,50,1
378222,Female,44,1,28.0,0,> 2 Years,Yes,2630.0,26.0,118,0
252056,Male,21,1,8.0,0,< 1 Year,Yes,72880.0,152.0,282,0
301236,Male,22,1,47.0,1,< 1 Year,No,36983.0,152.0,291,0
39491,Male,21,1,46.0,1,< 1 Year,No,21075.0,152.0,13,0
125803,Male,28,1,46.0,1,< 1 Year,No,36005.0,152.0,194,0
377408,Male,25,1,15.0,1,< 1 Year,No,27031.0,152.0,139,0
333866,Male,23,1,6.0,1,< 1 Year,No,22895.0,152.0,96,0
48536,Female,33,1,41.0,1,< 1 Year,Yes,37234.0,152.0,168,0
22161,Female,20,1,15.0,0,< 1 Year,Yes,41029.0,160.0,148,0
256495,Male,23,1,2.0,1,< 1 Year,No,39922.0,26.0,49,0
224922,Male,24,1,41.0,1,< 1 Year,No,42652.0,152.0,241,0
326616,Male,52,1,51.0,1,1-2 Year,No,27430.0,124.0,142,0
48942,Male,39,1,28.0,0,1-2 Year,Yes,34198.0,124.0,169,1
364746,Male,22,1,11.0,1,< 1 Year,No,27288.0,152.0,149,0
365081,Female,23,1,21.0,1,< 1 Year,No,23892.0,152.0,10,0
340828,Female,35,1,28.0,1,1-2 Year,No,41073.0,156.0,161,0
104467,Female,23,1,36.0,1,< 1 Year,No,30513.0,152.0,224,0
63812,Female,80,1,28.0,1,1-2 Year,No,26444.0,26.0,152,0
378177,Female,23,1,12.0,0,< 1 Year,Yes,28737.0,152.0,232,0
364311,Female,50,1,8.0,1,1-2 Year,No,2630.0,26.0,255,0
241656,Male,77,1,18.0,1,1-2 Year,Yes,33531.0,26.0,101,0
41119,Female,22,1,8.0,1,< 1 Year,No,25665.0,152.0,39,0
352745,Female,40,1,30.0,0,1-2 Year,Yes,2630.0,124.0,100,0
27336,Male,44,1,7.0,0,1-2 Year,No,2630.0,26.0,155,0
229992,Female,23,1,12.0,1,< 1 Year,No,34649.0,152.0,242,0
311269,Female,21,1,36.0,0,< 1 Year,Yes,28387.0,152.0,195,0
324470,Female,25,1,14.0,0,< 1 Year,Yes,24546.0,152.0,253,1
26221,Female,45,1,28.0,1,1-2 Year,No,35003.0,26.0,114,0
349008,Female,68,1,8.0,0,> 2 Years,Yes,48263.0,124.0,105,1
378327,Female,63,1,28.0,1,1-2 Year,No,52536.0,13.0,185,0
359305,Male,41,1,28.0,0,1-2 Year,Yes,27392.0,163.0,35,0
71625,Male,57,1,28.0,0,> 2 Years,Yes,50419.0,26.0,78,1
38755,Female,74,1,28.0,0,1-2 Year,Yes,31628.0,25.0,125,0
151838,Male,52,1,35.0,1,1-2 Year,No,2630.0,10.0,146,0
147169,Male,26,1,3.0,1,1-2 Year,Yes,2630.0,156.0,168,0
172704,Female,73,1,48.0,1,1-2 Year,No,2630.0,26.0,169,0
338440,Female,76,1,28.0,1,1-2 Year,No,24459.0,26.0,17,0
42950,Male,43,1,28.0,0,1-2 Year,Yes,49451.0,26.0,206,0
271574,Male,29,1,28.0,1,< 1 Year,No,50389.0,152.0,204,0
211710,Male,36,1,14.0,1,1-2 Year,No,29061.0,124.0,184,0
91346,Female,23,1,32.0,0,< 1 Year,Yes,28251.0,152.0,263,0
114411,Female,24,1,43.0,1,< 1 Year,No,2630.0,152.0,34,0
370422,Female,37,1,28.0,0,1-2 Year,Yes,32200.0,124.0,200,0
52879,Male,55,1,28.0,0,1-2 Year,Yes,37141.0,26.0,65,1
162233,Female,22,1,28.0,1,< 1 Year,No,26022.0,160.0,132,0
370225,Female,39,1,15.0,0,1-2 Year,Yes,30875.0,163.0,192,0
173780,Male,72,1,28.0,1,1-2 Year,No,41642.0,26.0,31,0
245427,Female,40,1,28.0,0,1-2 Year,Yes,44238.0,122.0,71,0
321687,Male,42,1,23.0,0,1-2 Year,Yes,2630.0,124.0,130,0
185387,Female,25,1,14.0,1,< 1 Year,No,17999.0,152.0,166,0
80506,Female,38,1,28.0,0,1-2 Year,Yes,34299.0,124.0,130,0
195321,Female,52,1,28.0,0,> 2 Years,Yes,48141.0,26.0,54,0
138234,Male,50,1,28.0,1,1-2 Year,No,62388.0,124.0,201,0
185131,Male,37,1,8.0,0,1-2 Year,Yes,33949.0,163.0,193,0
2229,Male,70,1,8.0,1,1-2 Year,No,125643.0,124.0,260,0
350985,Female,23,1,8.0,1,< 1 Year,No,40949.0,152.0,184,0
34883,Male,28,1,50.0,0,< 1 Year,Yes,38694.0,152.0,30,0
278682,Male,39,1,28.0,1,1-2 Year,No,30587.0,124.0,247,0
351989,Male,23,1,13.0,1,< 1 Year,No,21377.0,152.0,266,0
276129,Male,24,1,8.0,1,< 1 Year,No,31887.0,152.0,80,0
60145,Male,21,1,50.0,0,< 1 Year,Yes,35103.0,160.0,53,0
336388,Male,56,1,41.0,1,1-2 Year,Yes,45802.0,26.0,108,0
201289,Male,25,1,9.0,1,< 1 Year,No,15459.0,152.0,146,0
62514,Male,52,1,48.0,1,1-2 Year,No,2630.0,15.0,231,0
196296,Male,26,1,27.0,1,< 1 Year,No,32819.0,152.0,133,0
193346,Female,34,1,38.0,0,1-2 Year,Yes,2630.0,157.0,220,0
378627,Female,30,1,6.0,1,< 1 Year,No,2630.0,152.0,183,0
210201,Male,33,1,0.0,0,< 1 Year,Yes,2630.0,152.0,178,0
66461,Female,22,1,15.0,0,< 1 Year,Yes,26217.0,160.0,69,0
241188,Male,28,1,33.0,1,1-2 Year,No,28638.0,145.0,220,0
99450,Male,59,1,28.0,0,> 2 Years,Yes,40512.0,157.0,142,0
323660,Female,21,1,41.0,0,< 1 Year,Yes,2630.0,160.0,93,1
360486,Female,44,1,29.0,0,1-2 Year,Yes,31114.0,124.0,48,1
226958,Male,21,1,26.0,0,< 1 Year,Yes,28441.0,152.0,290,0
236056,Male,75,1,28.0,0,1-2 Year,Yes,65821.0,26.0,129,0
193940,Male,22,1,6.0,1,< 1 Year,No,30407.0,152.0,189,0
353419,Male,27,1,8.0,1,< 1 Year,No,48562.0,152.0,176,0
243890,Female,28,1,10.0,1,< 1 Year,No,42112.0,152.0,136,0
11296,Female,47,1,46.0,0,1-2 Year,Yes,31412.0,124.0,23,0
1155,Female,46,1,28.0,0,1-2 Year,Yes,42666.0,26.0,259,0
175201,Male,67,1,28.0,0,1-2 Year,Yes,44734.0,124.0,286,1
298911,Female,43,1,34.0,1,1-2 Year,No,32938.0,152.0,234,0
87640,Male,53,1,45.0,0,1-2 Year,Yes,2630.0,157.0,26,0
132628,Male,50,1,31.0,1,1-2 Year,No,2630.0,148.0,55,0
86933,Female,25,1,6.0,1,< 1 Year,No,27770.0,152.0,218,0
312112,Female,24,1,3.0,0,< 1 Year,Yes,47268.0,152.0,82,0
375510,Female,26,1,41.0,1,< 1 Year,No,18289.0,152.0,81,0
133911,Male,22,1,25.0,1,< 1 Year,No,26394.0,152.0,78,0
17643,Male,43,1,39.0,0,1-2 Year,Yes,33373.0,26.0,182,0
93518,Female,22,1,28.0,1,< 1 Year,No,2630.0,124.0,76,0
12575,Female,26,1,28.0,1,< 1 Year,No,29954.0,152.0,135,0
161340,Female,22,1,5.0,0,< 1 Year,Yes,25135.0,152.0,62,0
280162,Male,22,1,46.0,0,< 1 Year,Yes,2630.0,152.0,43,0
206596,Male,25,1,8.0,0,< 1 Year,No,32579.0,152.0,268,0
97572,Female,42,1,28.0,1,1-2 Year,No,33955.0,152.0,61,0
371594,Female,23,1,15.0,1,< 1 Year,No,40550.0,152.0,83,0
99451,Male,52,1,41.0,0,1-2 Year,Yes,30070.0,26.0,96,0
254594,Male,20,1,46.0,0,< 1 Year,Yes,27535.0,160.0,154,0
113030,Female,21,1,8.0,1,< 1 Year,Yes,2630.0,160.0,179,0
226596,Male,29,1,15.0,1,< 1 Year,No,31690.0,152.0,250,0
289481,Female,22,1,15.0,0,< 1 Year,Yes,23013.0,152.0,146,1
335204,Male,49,1,29.0,0,1-2 Year,Yes,25773.0,26.0,92,1
319001,Female,23,1,30.0,1,< 1 Year,No,20417.0,152.0,68,0
256553,Female,41,1,41.0,0,1-2 Year,Yes,41585.0,124.0,263,1
182448,Female,32,1,37.0,1,< 1 Year,No,33004.0,152.0,74,0
354887,Female,48,1,28.0,0,1-2 Year,Yes,56937.0,26.0,124,0
204864,Male,60,1,28.0,1,1-2 Year,No,44868.0,124.0,21,0
99174,Male,23,1,35.0,0,< 1 Year,Yes,35906.0,152.0,146,0
167170,Male,65,1,48.0,1,1-2 Year,No,2630.0,15.0,161,0
239518,Female,43,1,46.0,0,1-2 Year,Yes,31093.0,26.0,211,0
377158,Female,22,1,28.0,1,< 1 Year,No,34667.0,152.0,229,0
276081,Female,58,1,7.0,0,1-2 Year,Yes,36834.0,26.0,23,0
107064,Male,41,1,28.0,0,1-2 Year,No,42243.0,122.0,188,0
354718,Male,42,1,41.0,0,1-2 Year,Yes,22994.0,26.0,235,1
160848,Female,47,1,28.0,0,1-2 Year,Yes,45396.0,26.0,66,0
141947,Male,23,1,8.0,0,< 1 Year,Yes,50053.0,151.0,295,0
77894,Male,67,1,40.0,0,1-2 Year,Yes,30026.0,154.0,138,0
215587,Female,24,1,28.0,1,< 1 Year,No,75293.0,152.0,253,0
324064,Male,57,1,8.0,0,1-2 Year,Yes,40451.0,26.0,95,1
125015,Female,35,1,30.0,0,1-2 Year,Yes,21832.0,154.0,173,0
186100,Female,33,1,28.0,0,1-2 Year,Yes,2630.0,154.0,16,0
44110,Male,48,1,28.0,0,1-2 Year,No,2630.0,124.0,190,0
212792,Male,25,1,28.0,1,< 1 Year,No,58294.0,152.0,92,0
139033,Male,27,1,12.0,1,< 1 Year,No,2630.0,152.0,193,0
177834,Male,33,1,9.0,0,< 1 Year,Yes,37158.0,152.0,264,0
11881,Male,25,1,30.0,1,< 1 Year,No,38295.0,152.0,116,0
352274,Female,72,1,50.0,0,1-2 Year,Yes,39580.0,26.0,97,0
298881,Female,26,1,50.0,0,< 1 Year,Yes,34355.0,152.0,248,0
32160,Female,24,1,36.0,1,< 1 Year,No,45300.0,152.0,39,0
265251,Male,42,1,28.0,0,1-2 Year,Yes,40777.0,26.0,86,1
8927,Male,23,1,41.0,1,< 1 Year,No,18834.0,152.0,261,0
187595,Male,52,1,28.0,0,1-2 Year,Yes,34760.0,124.0,89,1
260065,Male,49,1,1.0,0,1-2 Year,Yes,2630.0,154.0,232,1
302943,Male,47,1,13.0,0,1-2 Year,Yes,2630.0,124.0,85,0
125557,Male,41,1,47.0,0,1-2 Year,Yes,31077.0,26.0,45,0
238583,Male,62,1,11.0,0,1-2 Year,Yes,2630.0,156.0,158,0
222702,Female,25,1,47.0,0,< 1 Year,No,32059.0,152.0,32,0
336564,Female,22,1,13.0,1,< 1 Year,No,26251.0,152.0,291,0
21450,Male,63,1,46.0,1,1-2 Year,No,21447.0,26.0,165,0
19002,Female,50,1,14.0,0,1-2 Year,Yes,38296.0,26.0,144,1
366298,Male,27,1,8.0,1,1-2 Year,No,49627.0,26.0,148,0
135232,Male,44,1,8.0,0,1-2 Year,Yes,65502.0,124.0,225,0
163623,Female,61,1,28.0,0,> 2 Years,Yes,56757.0,26.0,129,0
132313,Male,23,1,50.0,1,< 1 Year,No,29008.0,152.0,23,0
113303,Male,60,1,28.0,0,1-2 Year,Yes,52511.0,122.0,199,0
168013,Male,23,1,50.0,1,< 1 Year,No,35736.0,152.0,139,0
276640,Male,21,1,17.0,0,< 1 Year,Yes,28830.0,152.0,194,0
272689,Female,37,1,6.0,0,1-2 Year,Yes,2630.0,156.0,199,0
163238,Female,24,1,27.0,1,< 1 Year,No,26613.0,152.0,216,0
47692,Female,21,1,10.0,1,< 1 Year,No,25976.0,152.0,218,0
196281,Female,50,1,28.0,0,1-2 Year,Yes,47109.0,124.0,196,0
2621,Male,26,1,36.0,0,< 1 Year,Yes,20312.0,26.0,140,1
304916,Male,50,1,28.0,0,1-2 Year,Yes,2630.0,25.0,121,0
50255,Male,57,1,15.0,1,1-2 Year,No,32461.0,124.0,41,0
178225,Male,53,1,30.0,1,1-2 Year,No,28897.0,152.0,131,0
354931,Female,48,1,41.0,0,1-2 Year,Yes,34633.0,124.0,80,0
79604,Male,55,1,28.0,0,1-2 Year,Yes,76975.0,124.0,130,0
26661,Male,25,1,11.0,0,< 1 Year,Yes,38321.0,152.0,56,1
224463,Female,25,1,28.0,1,< 1 Year,No,74211.0,152.0,230,0
363303,Female,55,1,28.0,0,1-2 Year,Yes,2630.0,158.0,91,0
85482,Female,23,1,35.0,0,< 1 Year,Yes,27007.0,152.0,193,0
219349,Male,74,1,48.0,1,1-2 Year,No,2630.0,15.0,41,0
324828,Female,46,1,50.0,0,1-2 Year,Yes,25599.0,124.0,134,0
174144,Female,49,1,28.0,0,1-2 Year,Yes,34772.0,154.0,187,1
345067,Male,43,1,0.0,0,1-2 Year,Yes,2630.0,122.0,74,0
109566,Female,42,1,28.0,1,1-2 Year,No,25499.0,26.0,275,0
308225,Female,25,1,33.0,1,< 1 Year,No,23784.0,152.0,228,0
349046,Female,25,1,35.0,1,< 1 Year,No,24178.0,152.0,237,0
295750,Male,60,1,23.0,1,1-2 Year,No,2630.0,26.0,250,0
67803,Male,44,1,23.0,0,1-2 Year,Yes,27930.0,26.0,214,0
129439,Male,34,1,50.0,1,1-2 Year,No,41328.0,124.0,242,0
376503,Female,31,1,46.0,0,1-2 Year,Yes,30474.0,154.0,69,0
97276,Female,26,1,33.0,1,< 1 Year,No,34078.0,152.0,173,0
188461,Female,51,1,28.0,0,1-2 Year,Yes,26157.0,26.0,72,0
148518,Male,24,1,35.0,1,< 1 Year,No,27460.0,152.0,229,0
73052,Male,33,1,11.0,0,< 1 Year,Yes,21542.0,124.0,190,0
122537,Male,68,1,0.0,1,1-2 Year,No,2630.0,124.0,45,0
282059,Female,67,1,28.0,1,1-2 Year,No,39133.0,55.0,133,0
86740,Male,25,1,14.0,1,< 1 Year,Yes,31772.0,152.0,84,0
283709,Male,56,1,28.0,0,1-2 Year,Yes,65303.0,122.0,159,1
